ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
22161,1,1,669,2128,1459
22162,0,0,16,0,-16
22163,1,0,77,0,-77
22164,1,1,200,1357,1157
22165,0,0,15,0,-15
22166,0,0,99,0,-99
22167,1,1,1861,1971,110
22168,0,0,10,0,-10
22169,1,0,70,0,-70
22170,1,0,124,0,-124
22171,1,0,2,0,-2
22172,0,0,26,0,-26
22173,1,0,10,0,-10
22174,0,0,1,0,-1
22175,0,0,51,0,-51
22176,0,0,13,0,-13
22177,1,1,1287,1935,648
22178,1,1,39,1349,1310
22179,0,0,13,0,-13
22180,0,0,6,0,-6
22181,1,0,30,0,-30
22182,1,1,411,1457,1046
22183,1,0,19,0,-19
22184,0,0,38,0,-38
22185,0,0,0,0,0
22186,1,0,89,0,-89
22187,1,1,1035,1279,244
22188,1,0,227,0,-227
22189,0,0,11,0,-11
22190,1,1,371,1554,1183
22191,1,0,7,0,-7
22192,1,0,100,0,-100
22193,0,0,33,0,-33
22194,0,0,8,0,-8
22195,1,1,695,1217,522
22196,1,0,82,0,-82
22197,1,0,23,0,-23
22198,1,0,38,0,-38
22199,1,0,1,0,-1
22200,1,1,328,1212,884
22201,1,1,552,1518,966
22202,1,1,86,5912,5826
22203,1,0,47,0,-47
22204,1,1,630,1258,628
22205,0,0,103,0,-103
22206,1,1,430,1738,1308
22207,1,1,243,1373,1130
22208,1,0,11,0,-11
22209,1,1,570,1865,1295
22210,0,0,42,0,-42
22211,0,0,66,0,-66
22212,0,0,126,0,-126
22213,1,0,24,0,-24
22214,0,0,27,0,-27
22215,0,0,16,0,-16
22216,1,1,545,1318,773
22217,1,1,21,1353,1332
22218,1,0,27,0,-27
22219,0,0,2,0,-2
22220,1,0,119,0,-119
22221,0,0,46,0,-46
22222,1,0,80,0,-80
22223,0,0,36,0,-36
22224,1,0,46,0,-46
22225,1,1,258,1477,1219
22226,0,0,46,0,-46
22227,1,1,1124,2151,1027
22228,0,0,1,0,-1
22229,0,0,12,0,-12
22230,0,0,32,0,-32
22231,0,0,0,0,0
22232,1,1,388,3105,2717
22233,1,1,250,1337,1087
22234,0,0,53,0,-53
22235,0,0,13,0,-13
22236,1,0,33,0,-33
22237,0,0,30,0,-30
22238,1,1,634,1603,969
22239,0,0,64,0,-64
22240,0,0,16,0,-16
22241,1,0,52,0,-52
22242,1,0,62,0,-62
22243,1,0,30,0,-30
22244,0,0,6,0,-6
22245,0,0,23,0,-23
22246,1,1,462,1400,938
22247,1,0,41,0,-41
22248,0,0,48,0,-48
22249,0,0,161,0,-161
22250,0,0,1,0,-1
22251,0,0,52,0,-52
22252,0,0,38,0,-38
22253,1,1,547,1572,1025
22254,0,0,150,0,-150
22255,1,0,67,0,-67
22256,1,0,17,0,-17
22257,1,1,391,1323,932
22258,0,0,5,0,-5
22259,1,1,169,2135,1966
22260,1,1,157,1547,1390
22261,1,1,177,1240,1063
22262,1,1,120,1259,1139
22263,0,0,35,0,-35
22264,1,1,813,1453,640
22265,1,1,191,1290,1099
22266,1,0,9,0,-9
22267,0,0,30,0,-30
22268,1,1,505,1392,887
22269,1,1,863,1515,652
22270,0,0,7,0,-7
22271,0,0,15,0,-15
22272,1,1,94,1229,1135
22273,0,0,68,0,-68
22274,0,0,22,0,-22
22275,0,0,32,0,-32
22276,1,1,235,1582,1347
22277,1,1,869,2018,1149
22278,1,0,16,0,-16
22279,1,0,52,0,-52
22280,1,0,1,0,-1
22281,0,0,76,0,-76
22282,0,0,74,0,-74
22283,0,0,64,0,-64
22284,0,0,53,0,-53
22285,0,0,22,0,-22
22286,1,1,948,1829,881
22287,1,0,93,0,-93
22288,0,0,159,0,-159
22289,1,1,579,1443,864
22290,0,0,54,0,-54
22291,1,1,1006,1337,331
22292,1,0,86,0,-86
22293,1,1,19,1916,1897
22294,1,1,997,1765,768
22295,0,0,2,0,-2
22296,1,1,1203,1637,434
22297,1,0,21,0,-21
22298,0,0,46,0,-46
22299,0,0,38,0,-38
22300,0,0,6,0,-6
22301,0,0,62,0,-62
22302,1,1,1241,1406,165
22303,1,0,29,0,-29
22304,0,0,12,0,-12
22305,1,1,113,1381,1268
22306,1,0,79,0,-79
22307,0,0,22,0,-22
22308,1,0,8,0,-8
22309,1,0,32,0,-32
22310,0,0,82,0,-82
22311,1,0,17,0,-17
22312,1,0,6,0,-6
22313,1,1,26,1642,1616
22314,1,0,208,0,-208
22315,1,1,1080,1515,435
22316,0,0,108,0,-108
22317,1,1,180,1574,1394
22318,1,0,1,0,-1
22319,1,1,70,1375,1305
22320,1,1,417,2527,2110
22321,0,0,2,0,-2
22322,1,0,12,0,-12
22323,1,0,57,0,-57
22324,1,0,152,0,-152
22325,1,0,16,0,-16
22326,0,0,7,0,-7
22327,1,0,4,0,-4
22328,0,0,40,0,-40
22329,1,1,774,1357,583
22330,0,0,129,0,-129
22331,1,0,19,0,-19
22332,1,0,9,0,-9
22333,0,0,32,0,-32
22334,1,1,16,1241,1225
22335,1,0,7,0,-7
22336,0,0,34,0,-34
22337,1,0,41,0,-41
22338,1,0,85,0,-85
22339,0,0,31,0,-31
22340,1,1,926,2688,1762
22341,1,1,73,1642,1569
22342,1,0,19,0,-19
22343,1,1,198,1881,1683
22344,1,1,771,1646,875
22345,1,0,143,0,-143
22346,1,0,71,0,-71
22347,0,0,8,0,-8
22348,0,0,55,0,-55
22349,0,0,0,0,0
22350,1,1,95,1470,1375
22351,0,0,50,0,-50
22352,1,1,357,1437,1080
22353,1,0,11,0,-11
22354,0,0,45,0,-45
22355,0,0,52,0,-52
22356,0,0,14,0,-14
22357,0,0,39,0,-39
22358,1,1,530,1421,891
22359,1,0,155,0,-155
22360,0,0,14,0,-14
22361,0,0,56,0,-56
22362,0,0,35,0,-35
22363,1,1,211,1638,1427
22364,0,0,12,0,-12
22365,1,1,641,2218,1577
22366,1,0,11,0,-11
22367,1,0,2,0,-2
22368,1,1,431,1236,805
22369,1,1,255,1594,1339
22370,0,0,12,0,-12
22371,0,0,25,0,-25
22372,1,1,1217,2020,803
22373,1,1,313,1257,944
22374,1,1,410,1254,844
22375,0,0,24,0,-24
22376,1,0,59,0,-59
22377,1,1,229,1393,1164
22378,0,0,25,0,-25
22379,0,0,168,0,-168
22380,0,0,0,0,0
22381,1,1,741,1228,487
22382,1,0,52,0,-52
22383,0,0,27,0,-27
22384,0,0,253,0,-253
22385,0,0,150,0,-150
22386,0,0,109,0,-109
22387,1,1,112,1859,1747
22388,1,0,87,0,-87
22389,1,0,2,0,-2
22390,1,1,901,1216,315
22391,0,0,48,0,-48
22392,0,0,7,0,-7
22393,0,0,93,0,-93
22394,1,0,30,0,-30
22395,0,0,72,0,-72
22396,0,0,10,0,-10
22397,1,1,363,1494,1131
22398,0,0,21,0,-21
22399,0,0,40,0,-40
22400,0,0,28,0,-28
22401,1,0,16,0,-16
22402,0,0,107,0,-107
22403,1,1,683,2218,1535
22404,1,1,727,1597,870
22405,1,0,28,0,-28
22406,0,0,23,0,-23
22407,1,0,4,0,-4
22408,1,0,103,0,-103
22409,1,1,173,1321,1148
22410,1,1,353,1366,1013
22411,0,0,6,0,-6
22412,0,0,22,0,-22
22413,0,0,175,0,-175
22414,0,0,73,0,-73
22415,1,1,237,1292,1055
22416,1,0,35,0,-35
22417,1,0,57,0,-57
22418,1,0,10,0,-10
22419,0,0,15,0,-15
22420,0,0,13,0,-13
22421,1,0,21,0,-21
22422,1,1,1345,1338,-7
22423,1,1,375,1444,1069
22424,0,0,147,0,-147
22425,1,0,28,0,-28
22426,1,1,121,1204,1083
22427,0,0,80,0,-80
22428,1,1,1114,1327,213
22429,1,0,142,0,-142
22430,1,1,2027,1337,-690
22431,0,0,27,0,-27
22432,0,0,4,0,-4
22433,1,0,9,0,-9
22434,1,1,168,1410,1242
22435,1,1,169,1292,1123
22436,1,0,10,0,-10
22437,1,0,40,0,-40
22438,0,0,48,0,-48
22439,1,1,903,1545,642
22440,0,0,8,0,-8
22441,1,1,529,1490,961
22442,1,1,96,1316,1220
22443,0,0,25,0,-25
22444,1,0,4,0,-4
22445,0,0,72,0,-72
22446,0,0,48,0,-48
22447,1,1,509,4632,4123
22448,0,0,18,0,-18
22449,1,1,183,1427,1244
22450,0,0,107,0,-107
22451,1,0,57,0,-57
22452,0,0,1,0,-1
22453,1,1,274,1240,966
22454,1,0,66,0,-66
22455,1,0,19,0,-19
22456,1,0,66,0,-66
22457,1,1,382,1217,835
22458,0,0,25,0,-25
22459,1,1,931,1378,447
22460,1,1,83,3143,3060
22461,0,0,1,0,-1
22462,1,1,415,1982,1567
22463,1,0,34,0,-34
22464,0,0,3,0,-3
22465,0,0,20,0,-20
22466,1,0,2,0,-2
22467,1,1,546,1603,1057
22468,1,1,139,1480,1341
22469,0,0,2,0,-2
22470,1,1,296,2065,1769
22471,1,0,136,0,-136
22472,0,0,53,0,-53
22473,1,1,134,1321,1187
22474,0,0,80,0,-80
22475,1,1,289,2038,1749
22476,0,0,2,0,-2
22477,0,0,143,0,-143
22478,0,0,9,0,-9
22479,0,0,5,0,-5
22480,1,1,955,1394,439
22481,1,0,8,0,-8
22482,1,0,30,0,-30
22483,0,0,13,0,-13
22484,0,0,25,0,-25
22485,1,0,1,0,-1
22486,1,0,45,0,-45
22487,0,0,75,0,-75
22488,1,0,27,0,-27
22489,0,0,5,0,-5
22490,0,0,50,0,-50
22491,1,0,3,0,-3
22492,0,0,24,0,-24
22493,0,0,34,0,-34
22494,1,1,861,1387,526
22495,0,0,14,0,-14
22496,1,0,13,0,-13
22497,1,1,799,1253,454
22498,1,1,848,1255,407
22499,1,0,7,0,-7
22500,1,0,84,0,-84
22501,1,1,511,1300,789
22502,1,1,35,1420,1385
22503,1,1,980,1462,482
22504,0,0,43,0,-43
22505,0,0,20,0,-20
22506,0,0,16,0,-16
22507,0,0,123,0,-123
22508,1,1,284,1207,923
22509,1,0,13,0,-13
22510,1,1,82,1220,1138
22511,1,0,86,0,-86
22512,1,0,52,0,-52
22513,1,1,150,1265,1115
22514,1,1,355,1252,897
22515,1,1,64,1568,1504
22516,1,1,114,1209,1095
22517,0,0,31,0,-31
22518,1,1,753,1454,701
22519,0,0,154,0,-154
22520,1,0,36,0,-36
22521,1,1,1733,1276,-457
22522,0,0,89,0,-89
22523,1,1,748,1330,582
22524,1,0,23,0,-23
22525,0,0,171,0,-171
22526,1,1,341,1215,874
22527,1,1,336,1744,1408
22528,1,0,13,0,-13
22529,1,0,15,0,-15
22530,1,1,747,1646,899
22531,0,0,70,0,-70
22532,1,1,650,1507,857
22533,1,0,50,0,-50
22534,1,1,352,1300,948
22535,1,1,1060,1326,266
22536,0,0,97,0,-97
22537,1,1,470,1237,767
22538,1,1,337,2048,1711
22539,1,0,53,0,-53
22540,1,0,72,0,-72
22541,1,1,443,1802,1359
22542,1,1,111,2067,1956
22543,0,0,147,0,-147
22544,0,0,3,0,-3
22545,0,0,84,0,-84
22546,1,1,442,1345,903
22547,0,0,18,0,-18
22548,0,0,11,0,-11
22549,1,0,12,0,-12
22550,1,0,181,0,-181
22551,1,0,75,0,-75
22552,1,0,29,0,-29
22553,1,1,386,2307,1921
22554,1,1,295,1552,1257
22555,0,0,116,0,-116
22556,1,1,177,1735,1558
22557,1,0,13,0,-13
22558,1,1,1019,1537,518
22559,1,0,59,0,-59
22560,0,0,137,0,-137
22561,1,0,48,0,-48
22562,1,0,104,0,-104
22563,1,0,10,0,-10
22564,0,0,82,0,-82
22565,0,0,120,0,-120
22566,1,1,816,1200,384
22567,0,0,25,0,-25
22568,0,0,14,0,-14
22569,0,0,38,0,-38
22570,1,1,1630,1340,-290
22571,1,0,87,0,-87
22572,0,0,28,0,-28
22573,1,0,76,0,-76
22574,0,0,183,0,-183
22575,1,0,65,0,-65
22576,0,0,21,0,-21
22577,0,0,110,0,-110
22578,1,0,9,0,-9
22579,1,1,996,2587,1591
22580,1,0,39,0,-39
22581,0,0,14,0,-14
22582,1,1,156,1322,1166
22583,0,0,21,0,-21
22584,0,0,12,0,-12
22585,1,1,271,1248,977
22586,0,0,127,0,-127
22587,1,0,88,0,-88
22588,1,1,281,1281,1000
22589,1,0,4,0,-4
22590,1,0,6,0,-6
22591,1,0,28,0,-28
22592,1,1,134,1381,1247
22593,0,0,28,0,-28
22594,1,1,539,1325,786
22595,1,1,217,1632,1415
22596,1,0,77,0,-77
22597,1,0,25,0,-25
22598,1,1,76,1775,1699
22599,0,0,110,0,-110
22600,1,1,959,2933,1974
22601,1,0,27,0,-27
22602,0,0,138,0,-138
22603,1,1,613,2114,1501
22604,0,0,37,0,-37
22605,0,0,51,0,-51
22606,0,0,8,0,-8
22607,1,1,346,1260,914
22608,0,0,55,0,-55
22609,0,0,16,0,-16
22610,1,1,102,1616,1514
22611,1,0,11,0,-11
22612,0,0,30,0,-30
22613,1,0,91,0,-91
22614,1,1,129,2041,1912
22615,1,0,65,0,-65
22616,0,0,53,0,-53
22617,1,1,1266,1294,28
22618,0,0,63,0,-63
22619,1,1,910,1263,353
22620,1,0,5,0,-5
22621,1,0,66,0,-66
22622,1,0,39,0,-39
22623,1,1,283,1208,925
22624,0,0,14,0,-14
22625,0,0,125,0,-125
22626,0,0,46,0,-46
22627,1,0,69,0,-69
22628,1,1,516,1390,874
22629,0,0,74,0,-74
22630,0,0,110,0,-110
22631,1,1,729,1597,868
22632,0,0,35,0,-35
22633,1,0,72,0,-72
22634,1,1,2309,3003,694
22635,1,0,149,0,-149
22636,1,1,249,1766,1517
22637,0,0,10,0,-10
22638,1,0,2,0,-2
22639,1,1,374,1428,1054
22640,1,1,207,1268,1061
22641,0,0,16,0,-16
22642,0,0,50,0,-50
22643,1,1,562,1867,1305
22644,1,0,11,0,-11
22645,1,0,98,0,-98
22646,1,1,728,1812,1084
22647,1,0,50,0,-50
22648,1,1,407,1720,1313
22649,0,0,178,0,-178
22650,1,0,41,0,-41
22651,1,0,8,0,-8
22652,1,0,102,0,-102
22653,1,0,48,0,-48
22654,0,0,15,0,-15
22655,0,0,171,0,-171
22656,1,0,21,0,-21
22657,1,1,95,1854,1759
22658,1,1,1990,1942,-48
22659,1,1,1964,1685,-279
22660,0,0,74,0,-74
22661,0,0,54,0,-54
22662,1,1,52,1631,1579
22663,1,0,44,0,-44
22664,0,0,332,0,-332
22665,1,1,163,1300,1137
22666,1,0,18,0,-18
22667,0,0,130,0,-130
22668,1,1,800,1553,753
22669,1,0,48,0,-48
22670,1,1,1047,1247,200
22671,1,1,1095,1271,176
22672,1,0,17,0,-17
22673,0,0,26,0,-26
22674,1,1,506,1319,813
22675,0,0,115,0,-115
22676,1,0,21,0,-21
22677,0,0,9,0,-9
22678,1,1,699,1255,556
22679,0,0,28,0,-28
22680,0,0,42,0,-42
22681,0,0,38,0,-38
22682,1,0,0,0,0
22683,1,0,10,0,-10
22684,0,0,21,0,-21
22685,1,1,187,1354,1167
22686,0,0,105,0,-105
22687,1,0,126,0,-126
22688,0,0,4,0,-4
22689,0,0,56,0,-56
22690,0,0,60,0,-60
22691,0,0,136,0,-136
22692,0,0,91,0,-91
22693,1,0,71,0,-71
22694,1,0,29,0,-29
22695,0,0,44,0,-44
22696,1,1,239,1316,1077
22697,0,0,20,0,-20
22698,0,0,122,0,-122
22699,1,1,946,1274,328
22700,1,0,17,0,-17
22701,1,1,1200,2039,839
22702,1,1,177,1330,1153
22703,0,0,22,0,-22
22704,1,1,497,1407,910
22705,0,0,2,0,-2
22706,1,1,1432,1670,238
22707,1,1,132,1365,1233
22708,1,1,495,1251,756
22709,1,0,60,0,-60
22710,1,1,156,1495,1339
22711,0,0,33,0,-33
22712,1,0,47,0,-47
22713,1,0,34,0,-34
22714,1,1,830,1551,721
22715,0,0,18,0,-18
22716,1,0,5,0,-5
22717,1,0,78,0,-78
22718,0,0,43,0,-43
22719,1,0,57,0,-57
22720,1,1,560,1526,966
22721,1,1,282,1213,931
22722,0,0,13,0,-13
22723,0,0,7,0,-7
22724,0,0,113,0,-113
22725,1,0,29,0,-29
22726,0,0,12,0,-12
22727,1,0,2,0,-2
22728,0,0,10,0,-10
22729,0,0,0,0,0
22730,0,0,20,0,-20
22731,1,1,1249,1429,180
22732,1,1,787,1220,433
22733,0,0,9,0,-9
22734,1,0,61,0,-61
22735,0,0,22,0,-22
22736,0,0,20,0,-20
22737,0,0,51,0,-51
22738,0,0,27,0,-27
22739,1,0,44,0,-44
22740,1,1,1165,1402,237
22741,1,0,27,0,-27
22742,1,1,367,1968,1601
22743,1,0,18,0,-18
22744,0,0,11,0,-11
22745,0,0,138,0,-138
22746,1,0,97,0,-97
22747,1,1,77,1263,1186
22748,1,1,242,1911,1669
22749,0,0,30,0,-30
22750,1,1,520,1607,1087
22751,1,1,1563,1856,293
22752,1,1,423,1233,810
22753,1,1,415,1818,1403
22754,1,1,1506,1221,-285
22755,1,0,21,0,-21
22756,1,0,182,0,-182
22757,0,0,43,0,-43
22758,0,0,52,0,-52
22759,1,1,213,1797,1584
22760,1,1,485,9643,9158
22761,0,0,12,0,-12
22762,1,0,81,0,-81
22763,0,0,70,0,-70
22764,1,0,60,0,-60
22765,0,0,101,0,-101
22766,1,1,576,1844,1268
22767,1,0,6,0,-6
22768,0,0,122,0,-122
22769,1,1,449,1578,1129
22770,0,0,16,0,-16
22771,1,0,49,0,-49
22772,0,0,58,0,-58
22773,1,1,341,2990,2649
22774,0,0,52,0,-52
22775,0,0,130,0,-130
22776,1,1,93,1644,1551
22777,1,0,26,0,-26
22778,0,0,40,0,-40
22779,1,1,602,1253,651
22780,1,1,247,1452,1205
22781,1,1,475,1331,856
22782,0,0,144,0,-144
22783,1,0,50,0,-50
22784,0,0,1,0,-1
22785,1,0,19,0,-19
22786,0,0,13,0,-13
22787,0,0,61,0,-61
22788,1,1,1391,1487,96
22789,1,1,298,1707,1409
22790,1,1,136,1350,1214
22791,0,0,13,0,-13
22792,1,0,15,0,-15
22793,1,1,419,1361,942
22794,1,1,664,1572,908
22795,0,0,56,0,-56
22796,1,0,25,0,-25
22797,1,1,751,2057,1306
22798,1,1,1232,1436,204
22799,0,0,40,0,-40
22800,1,0,59,0,-59
22801,1,1,119,1348,1229
22802,0,0,153,0,-153
22803,1,1,598,1393,795
22804,1,0,59,0,-59
22805,1,0,36,0,-36
22806,0,0,10,0,-10
22807,1,0,1,0,-1
22808,1,1,408,2652,2244
22809,0,0,45,0,-45
22810,1,1,1425,1309,-116
22811,0,0,65,0,-65
22812,1,0,123,0,-123
22813,1,1,1356,1307,-49
22814,0,0,52,0,-52
22815,0,0,0,0,0
22816,0,0,20,0,-20
22817,1,1,497,1798,1301
22818,1,0,14,0,-14
22819,0,0,6,0,-6
22820,0,0,119,0,-119
22821,0,0,83,0,-83
22822,1,0,12,0,-12
22823,0,0,89,0,-89
22824,1,1,392,1533,1141
22825,1,1,697,1430,733
22826,1,1,230,1540,1310
22827,0,0,59,0,-59
22828,1,1,1767,1202,-565
22829,0,0,94,0,-94
22830,0,0,26,0,-26
22831,1,1,1599,1265,-334
22832,0,0,0,0,0
22833,1,0,81,0,-81
22834,1,1,688,1639,951
22835,0,0,15,0,-15
22836,1,1,1191,1288,97
22837,1,0,45,0,-45
22838,0,0,48,0,-48
22839,0,0,111,0,-111
22840,0,0,42,0,-42
22841,1,1,244,1413,1169
22842,1,0,91,0,-91
22843,1,1,182,1930,1748
22844,0,0,53,0,-53
22845,1,0,12,0,-12
22846,1,1,214,1762,1548
22847,1,1,19,1310,1291
22848,1,0,23,0,-23
22849,1,0,9,0,-9
22850,0,0,4,0,-4
22851,1,0,82,0,-82
22852,1,1,414,1382,968
22853,1,1,568,1453,885
22854,1,0,21,0,-21
22855,1,1,716,2357,1641
22856,1,1,536,1298,762
22857,1,1,375,1745,1370
22858,1,0,77,0,-77
22859,1,1,362,1221,859
22860,0,0,209,0,-209
22861,1,1,434,1252,818
22862,0,0,93,0,-93
22863,0,0,8,0,-8
22864,0,0,59,0,-59
22865,1,0,13,0,-13
22866,0,0,158,0,-158
22867,0,0,66,0,-66
22868,0,0,6,0,-6
22869,0,0,169,0,-169
22870,1,1,89,1284,1195
22871,1,1,2087,1629,-458
22872,1,0,13,0,-13
22873,1,0,21,0,-21
22874,1,1,385,1200,815
22875,1,0,26,0,-26
22876,1,0,33,0,-33
22877,0,0,4,0,-4
22878,1,0,80,0,-80
22879,1,0,6,0,-6
22880,1,0,107,0,-107
22881,0,0,2,0,-2
22882,1,1,64,1286,1222
22883,0,0,8,0,-8
22884,1,1,818,1208,390
22885,1,1,64,1259,1195
22886,0,0,72,0,-72
22887,1,1,325,1537,1212
22888,1,1,313,1788,1475
22889,0,0,20,0,-20
22890,1,1,1089,1274,185
22891,1,1,679,1214,535
22892,1,1,841,1399,558
22893,1,1,689,1211,522
22894,1,0,44,0,-44
22895,1,1,258,1354,1096
22896,1,1,195,1258,1063
22897,0,0,24,0,-24
22898,0,0,56,0,-56
22899,1,0,31,0,-31
22900,0,0,58,0,-58
22901,1,0,119,0,-119
22902,1,0,10,0,-10
22903,0,0,83,0,-83
22904,0,0,108,0,-108
22905,0,0,24,0,-24
22906,1,1,437,1718,1281
22907,1,1,2841,1485,-1356
22908,1,1,764,1682,918
22909,1,1,920,1594,674
22910,1,1,220,1797,1577
22911,0,0,6,0,-6
22912,1,1,223,1231,1008
22913,0,0,82,0,-82
22914,0,0,14,0,-14
22915,1,0,82,0,-82
22916,1,1,200,1540,1340
22917,0,0,11,0,-11
22918,0,0,46,0,-46
22919,0,0,52,0,-52
22920,1,1,580,1238,658
22921,1,0,72,0,-72
22922,1,1,1622,1945,323
22923,1,0,138,0,-138
22924,1,0,18,0,-18
22925,1,0,39,0,-39
22926,0,0,55,0,-55
22927,1,1,389,1216,827
22928,1,1,110,1474,1364
22929,1,0,72,0,-72
22930,1,1,506,2229,1723
22931,1,1,401,1206,805
22932,0,0,130,0,-130
22933,0,0,0,0,0
22934,1,0,132,0,-132
22935,1,1,56,1809,1753
22936,0,0,65,0,-65
22937,1,1,743,1624,881
22938,1,0,50,0,-50
22939,1,0,30,0,-30
22940,1,1,1202,1326,124
22941,1,0,15,0,-15
22942,1,1,209,1486,1277
22943,1,0,39,0,-39
22944,1,0,73,0,-73
22945,0,0,17,0,-17
22946,0,0,39,0,-39
22947,1,0,11,0,-11
22948,1,1,178,1260,1082
22949,1,0,6,0,-6
22950,0,0,2,0,-2
22951,0,0,19,0,-19
22952,0,0,51,0,-51
22953,0,0,1,0,-1
22954,1,1,336,1565,1229
22955,1,0,39,0,-39
22956,0,0,11,0,-11
22957,1,1,1149,1383,234
22958,0,0,20,0,-20
22959,1,0,8,0,-8
22960,1,0,4,0,-4
22961,1,0,119,0,-119
22962,1,1,548,1666,1118
22963,0,0,16,0,-16
22964,0,0,31,0,-31
22965,1,1,233,1230,997
22966,1,1,482,1535,1053
22967,0,0,113,0,-113
22968,1,1,577,1419,842
22969,0,0,188,0,-188
22970,1,1,187,1847,1660
22971,0,0,3,0,-3
22972,0,0,47,0,-47
22973,0,0,39,0,-39
22974,1,1,451,1922,1471
22975,0,0,6,0,-6
22976,1,0,3,0,-3
22977,0,0,60,0,-60
22978,0,0,43,0,-43
22979,0,0,19,0,-19
22980,1,0,4,0,-4
22981,1,1,730,2837,2107
22982,0,0,19,0,-19
22983,1,1,816,1318,502
22984,0,0,35,0,-35
22985,0,0,8,0,-8
22986,1,1,67,1951,1884
22987,1,1,362,1662,1300
22988,0,0,77,0,-77
22989,1,0,31,0,-31
22990,0,0,26,0,-26
22991,0,0,45,0,-45
22992,0,0,8,0,-8
22993,1,1,782,1588,806
22994,1,0,33,0,-33
22995,0,0,27,0,-27
22996,1,1,679,2523,1844
22997,0,0,63,0,-63
22998,1,0,65,0,-65
22999,0,0,21,0,-21
23000,0,0,13,0,-13
23001,0,0,35,0,-35
23002,0,0,31,0,-31
23003,1,1,180,1306,1126
23004,0,0,10,0,-10
23005,1,1,155,1747,1592
23006,1,0,163,0,-163
23007,1,1,251,1305,1054
23008,0,0,136,0,-136
23009,0,0,0,0,0
23010,1,0,28,0,-28
23011,0,0,7,0,-7
23012,1,0,11,0,-11
23013,0,0,79,0,-79
23014,1,1,577,1219,642
23015,0,0,25,0,-25
23016,1,0,4,0,-4
23017,0,0,91,0,-91
23018,1,0,17,0,-17
23019,0,0,7,0,-7
23020,1,0,49,0,-49
23021,0,0,18,0,-18
23022,1,1,18,1500,1482
23023,0,0,114,0,-114
23024,1,0,95,0,-95
23025,1,1,2518,2522,4
23026,1,0,39,0,-39
23027,1,0,22,0,-22
23028,1,1,1510,1615,105
23029,1,1,537,2084,1547
23030,0,0,33,0,-33
23031,1,0,147,0,-147
23032,0,0,18,0,-18
23033,1,1,1451,2107,656
23034,0,0,19,0,-19
23035,0,0,26,0,-26
23036,0,0,49,0,-49
23037,1,0,14,0,-14
23038,1,1,104,1296,1192
23039,0,0,13,0,-13
23040,1,1,1547,1425,-122
23041,1,0,237,0,-237
23042,0,0,85,0,-85
23043,1,0,47,0,-47
23044,1,1,869,1329,460
23045,1,1,325,1386,1061
23046,0,0,81,0,-81
23047,1,0,63,0,-63
23048,1,0,28,0,-28
23049,1,0,19,0,-19
23050,1,1,570,1205,635
23051,0,0,7,0,-7
23052,1,1,154,1306,1152
23053,1,1,112,1243,1131
23054,0,0,7,0,-7
23055,0,0,95,0,-95
23056,0,0,89,0,-89
23057,1,1,446,1283,837
23058,1,0,26,0,-26
23059,0,0,27,0,-27
23060,1,0,19,0,-19
23061,1,1,359,1300,941
23062,1,1,213,1752,1539
23063,0,0,66,0,-66
23064,0,0,54,0,-54
23065,0,0,270,0,-270
23066,0,0,56,0,-56
23067,1,1,467,1414,947
23068,0,0,69,0,-69
23069,1,1,1773,1258,-515
23070,1,0,90,0,-90
23071,0,0,71,0,-71
23072,1,1,231,2344,2113
23073,1,0,64,0,-64
23074,1,0,34,0,-34
23075,0,0,41,0,-41
23076,1,1,432,1226,794
23077,0,0,25,0,-25
23078,1,1,90,1359,1269
23079,1,0,13,0,-13
23080,0,0,177,0,-177
23081,1,1,319,1380,1061
23082,1,0,55,0,-55
23083,1,0,29,0,-29
23084,0,0,47,0,-47
23085,1,0,22,0,-22
23086,0,0,90,0,-90
23087,1,0,63,0,-63
23088,1,1,68,1853,1785
23089,1,1,120,3635,3515
23090,1,1,278,1956,1678
23091,1,0,3,0,-3
23092,1,0,4,0,-4
23093,1,1,265,1533,1268
23094,1,0,19,0,-19
23095,0,0,98,0,-98
23096,1,1,640,1318,678
23097,1,1,426,1996,1570
23098,0,0,69,0,-69
23099,0,0,22,0,-22
23100,1,1,2174,2094,-80
23101,0,0,6,0,-6
23102,1,1,393,1272,879
23103,1,1,648,1224,576
23104,1,0,6,0,-6
23105,0,0,105,0,-105
23106,0,0,4,0,-4
23107,1,0,121,0,-121
23108,1,0,38,0,-38
23109,1,0,163,0,-163
23110,1,0,135,0,-135
23111,1,1,2577,1230,-1347
23112,1,1,960,1736,776
23113,0,0,157,0,-157
23114,0,0,106,0,-106
23115,1,1,318,1268,950
23116,1,1,1023,1397,374
23117,1,0,88,0,-88
23118,1,0,27,0,-27
23119,1,0,3,0,-3
23120,0,0,15,0,-15
23121,1,1,245,1760,1515
23122,1,0,106,0,-106
23123,0,0,229,0,-229
23124,1,0,150,0,-150
23125,1,0,49,0,-49
23126,1,1,331,1205,874
23127,1,1,352,1662,1310
23128,0,0,7,0,-7
23129,1,1,66,1297,1231
23130,1,0,36,0,-36
23131,1,1,334,1353,1019
23132,0,0,92,0,-92
23133,1,0,108,0,-108
23134,1,1,1323,1336,13
23135,0,0,33,0,-33
23136,1,0,24,0,-24
23137,1,0,31,0,-31
23138,1,0,10,0,-10
23139,0,0,42,0,-42
23140,0,0,13,0,-13
23141,1,1,528,1358,830
